idx,input,output
462,인천광역시-미추홀구-석정로324번길-31-41-(도화2.3동),인천광역시 미추홀구 석정로324번길 31-41 (도화2.3동)
463,"Cheongdong-ro,128-0,,Sangju-si,경상북도,(외남면) A동",경상북도 상주시 청동로 128-0 (외남면)
464,Chungcheongnam-do-1459-35-Yedang-ro-예산군-Chungcheongnam-do 김&장,충청남도 예산군 예당로 1459-35 (응봉면)
465,"76-0, 문 앞에 놔주세요 광교산로378번길, 수원시 장안구, Gyeonggi-do",경기도 수원시 장안구 광교산로378번길 76-0 (연무동)
466,"10-0, , Seokjeong-ro 456beon-gil, Michuhol-gu, Incheon",인천광역시 미추홀구 석정로456번길 10-0 (주안5동)
467,"$달러샵$ 31-0, 둔치강변길, Gangseo-gu, Busan",부산광역시 강서구 둔치강변길 31-0 (가락동)
468,"죽양대로1792번길,7-0,,용인시 처인구,Gyeonggi-do,(원삼면)",경기도 용인시 처인구 죽양대로1792번길 7-0 (원삼면)
469,", 20-5, Suseo Police Station Oncheon-daero 511beon-gil, 아산시, Chungcheongnam-do, (도고면)",충청남도 아산시 온천대로511번길 20-5 (도고면)
470, 34-0 을지로3길 Seoul Republic of Korea (명동),서울특별시 중구 을지로3길 34-0 (명동)
471,"전라남도,(태인동),Gwangyang-si,담안2길,27-0",전라남도 광양시 담안2길 27-0 (태인동)
472,"Goheung-gun,95-151,Sincho-gil 100% OFFICE",전라남도 고흥군 신초길 95-151 (동일면)
473,", 46-17, Yonggi-gil 49beon-gil, Buk-gu, Pohang-si, Gyeongsangbuk-do, (기북면)",경상북도 포항시 북구 용기길49번길 46-17 (기북면)
474,2-12  논산시 Chungcheongnam-do,충청남도 논산시 소룡2길 2-12 (연무읍)
475, 27-0 Paju-si Gyeonggi-do,경기도 파주시 소라지로139번길 27-0 (교하동)
476,"전라남도, 고흥군, , 2251-3, (동일면)",전라남도 고흥군 우주로 2251-3 (동일면)
477,"Busan, Suyeong-gu, customs office 100% , 28-11, (민락동)",부산광역시 수영구 광안해변로277번길 28-11 (민락동)
478,"강릉시,5-0,Gangbyeon-ro 194beon-gil",강원특별자치도 강릉시 강변로194번길 5-0 (내곡동)
479,"경기도,(운정4동),Paju-si,Unjeong 2-gil,6-0",경기도 파주시 운정2길 6-0 (운정4동)
480,"Gyeonggi-do,(대곶면),김포시,수남로,31-0",경기도 김포시 수남로 31-0 (대곶면)
481,"현암2길, 62-0, 경기도, Yeoju-si",경기도 여주시 현암2길 62-0 (오학동)
482,", 5-9, Seobinggo-ro 75ga-gil, Yongsan-gu, 1001ho1001동 서울특별시, (서빙고동)",서울특별시 용산구 서빙고로75가길 5-9 (서빙고동)
483,"Hoengseong-gun,245-1,한우로",강원특별자치도 횡성군 한우로 245-1 (횡성읍)
484,"문암항길,47-0,,Goseong-gun,강원특별자치도,(죽왕면)",강원특별자치도 고성군 문암항길 47-0 (죽왕면)
485,"225-0, Miya-gil, Haenam-gun, 전라남도",전라남도 해남군 미야길 225-0 (송지면)
486,"용인시 처인구,143-6,Choha-ro 68beon-gil",경기도 용인시 처인구 초하로68번길 143-6 (모현읍)
487,경상북도-Uiseong-gun-용기9길-32-1-(안계면) 문 앞에 놔주세요,경상북도 의성군 용기9길 32-1 (안계면)
488,"Boseong-gun,2-0,대촌길",전라남도 보성군 대촌길 2-0 (벌교읍)
489,"송림로, 399-2, 전라남도, 고흥군 지하&상가",전라남도 고흥군 송림로 399-2 (대서면)
490,"100-0, , 충효녹지길, 경주시, 경상북도 1001ho1001동",경상북도 경주시 충효녹지길 100-0 (선도동)
491,"Gyeongsangnam-do,1429-17,산양일주로,Tongyeong-si,Gyeongsangnam-do",경상남도 통영시 산양일주로 1429-17 (산양읍)
492,"38-10, 100% 상효로126번길, 서귀포시, Jeju-do",제주특별자치도 서귀포시 상효로126번길 38-10 (영천동)
493,*^^* 69-5  거창군 Gyeongsangnam-do,경상남도 거창군 공수들8길 69-5 (거창읍)
494, 38-63 *^^* Paju-si 경기도,경기도 파주시 봉천로 38-63 (조리읍)
495,"customs office 100% 성북구,13-0,Hwarang-ro 35-gil",서울특별시 성북구 화랑로35길 13-0 (장위제2동)
496,"146-6, 살구짐길, Gimcheon-si, 경상북도",경상북도 김천시 살구짐길 146-6 (남면)
497,"1486-68, 영암로, Yeongam-gun, Jeollanam-do",전라남도 영암군 영암로 1486-68 (영암읍)
498,", 5-0, 부남길, 전주시 완산구, A동 전라북도, (동서학동)",전라북도 전주시 완산구 부남길 5-0 (동서학동)
499,"Hamakhyeon-gil,71-56,,금산군,충청남도,(진산면)",충청남도 금산군 하막현길 71-56 (진산면)
500,"경기도,78-14,Geomdansan-ro 124beon-gil,하남시,경기도",경기도 하남시 검단산로124번길 78-14 (천현동)
501,"327-0, , Sinman-ro, customs office 100% Gwangju-si, 경기도",경기도 광주시 신만로 327-0 (곤지암읍)
502,"4428-9, , 중산간서로, Jeju-si, 제주특별자치도",제주특별자치도 제주시 중산간서로 4428-9 (한림읍)
503,"153-0, 100% 상무누리로, 서구, 광주광역시",광주광역시 서구 상무누리로 153-0 (치평동)
504,"Gyeongsangbuk-do, Gumi-si, , 25-14, (산동읍)",경상북도 구미시 첨단기업4로 25-14 (산동읍)
505,"370-87, @KIM Songdan-gil, 화순군, 전라남도",전라남도 화순군 송단길 370-87 (백아면)
506,"Jeollanam-do, Damyang-gun, @KIM , 79-3, (대전면)",전라남도 담양군 신룡길 79-3 (대전면)
507,"38-0, 아이가 자고 있어요. Namjak-ro 4-gil, Seongju-gun, 경상북도",경상북도 성주군 남작로4길 38-0 (수륜면)
508, 272-0 Sacheon-si 경상남도,경상남도 사천시 중촌로 272-0 (서포면)
509,충청남도-보령시-Sageunae 1-gil-38-0-(웅천읍) 이음&,충청남도 보령시 사그내1길 38-0 (웅천읍)
510,"Jeollabuk-do,(교월동),Gimje-si,Yeonjeong 1-gil,86-14",전라북도 김제시 연정1길 86-14 (교월동)
511,382-0  Naju-si 전라남도,전라남도 나주시 백련산로 382-0 (동강면)
512,*^^*  73-0 Namwon-si 전라북도,전라북도 남원시 의총로 73-0 (왕정동)
513,서울특별시-구로구-구로동로20길-6-1-(구로제4동) $달러샵$,서울특별시 구로구 구로동로20길 6-1 (구로제4동)
514, 230-0 Buyeo-gun 충청남도,충청남도 부여군 지천로 230-0 (은산면)
515,Jeollanam-do-Yeongam-gun-월롱길-57-0-(시종면) 아이가 자고 있어요.,전라남도 영암군 월롱길 57-0 (시종면)
516,"전라남도,(율촌면),Yeosu-si,원반월길,62-13",전라남도 여수시 원반월길 62-13 (율촌면)
517,"Gyeonggi-do,(팔탄면),화성시,Pureundeulpan-ro,956-13",경기도 화성시 푸른들판로 956-13 (팔탄면)
518,"7-0, , 장활길, Haenam-gun, 전라남도",전라남도 해남군 장활길 7-0 (해남읍)
519,"봉정로, 126-0, 충청남도, Seobuk-gu, Cheonan-si",충청남도 천안시 서북구 봉정로 126-0 (성정1동)
520,"충청남도,113-24,Ocho-ro,부여군,충청남도",충청남도 부여군 오초로 113-24 (양화면)
521, 426-4 청양군 충청남도,충청남도 청양군 칠갑산로 426-4 (대치면)
522,"187-0, 화성로, 경산시, 경상북도",경상북도 경산시 화성로 187-0 (하양읍)
523,", 32-30, 득심골길, Andong-si, 경상북도, (명륜동)",경상북도 안동시 득심골길 32-30 (명륜동)
524,", 22-0, Suseo Police Station Janghang-ro 161beon-gil, 서천군, Chungcheongnam-do, (장항읍)",충청남도 서천군 장항로161번길 22-0 (장항읍)
525,"Gyeongsangnam-do,112-3,Daechon 1-gil,거창군,Gyeongsangnam-do",경상남도 거창군 대촌1길 112-3 (남하면)
526, 103-17 영천시 경상북도,경상북도 영천시 거곡로 103-17 (고경면)
527,"7-0, *^^* 해평시장2길, 구미시, Gyeongsangbuk-do",경상북도 구미시 해평시장2길 7-0 (해평면)
528,"Gyeongsangnam-do,555-0,Sanggogae-ro,Hadong-gun,Gyeongsangnam-do",경상남도 하동군 상고개로 555-0 (진교면)
529,"장수로220번길,51-19,,Yeongju-si,경상북도,(장수면)",경상북도 영주시 장수로220번길 51-19 (장수면)
530, 28-6 고창길 전라북도 (부남면) 100% office,전라북도 무주군 고창길 28-6 (부남면)
531,"128-0, Jinji-ro, Paju-si, 경기도",경기도 파주시 진지로 128-0 (광탄면)
532,"20-1, , 100% 와수로93번길, 철원군, Gangwon-do",강원특별자치도 철원군 와수로93번길 20-1 (서면와수출장소)
533,"^ Seongju-gun,60-0,오천1길",경상북도 성주군 오천1길 60-0 (수륜면)
534,"경기도, 용인시 처인구, , 138-0, (남사읍)",경기도 용인시 처인구 전원로 138-0 (남사읍)
535,"Jeollabuk-do,(웅포면),Iksan-si,덕성1길,33-0 문앞",전라북도 익산시 덕성1길 33-0 (웅포면)
536,울산광역시-Ulju-gun-Naruteo 1-gil-12-0-(서생면) 노크 x,울산광역시 울주군 나루터1길 12-0 (서생면)
537,이음& 211-0  나주시 Jeollanam-do,전라남도 나주시 진천길 211-0 (동강면)
538,"Gyeongsangnam-do,45-11,Sports-ro 623beon-gil,Namhae-gun,Gyeongsangnam-do 아이가 자고 있어요.",경상남도 남해군 스포츠로623번길 45-11 (서면)
539,Gyeonggi-do-화성시-수직1길-33-7-(향남읍),경기도 화성시 수직1길 33-7 (향남읍)
540,"함안군,232-43,묘사2길",경상남도 함안군 묘사2길 232-43 (가야읍)
541,"472-0, Jungang-ro, 고양시 덕양구, 경기도",경기도 고양시 덕양구 중앙로 472-0 (행신4동)
542,"부산광역시,(범천제2동),부산진구,Anchang-ro 10beon-gil,26-0",부산광역시 부산진구 안창로10번길 26-0 (범천제2동)
543,"이음& 29-0, Dongbu-ro 28-gil, Dong-gu, Daegu",대구광역시 동구 동부로28길 29-0 (신천4동)
544,"부안군,513-0,간재로 아이가 자고 있어요.",전라북도 부안군 간재로 513-0 (계화면)
545,"아이가 자고 있어요. 강진군,40-8,작천내동길",전라남도 강진군 작천내동길 40-8 (작천면)
546,"대구광역시, Gunwi-gun, , 17-9, (부계면)",대구광역시 군위군 한밤8길 17-9 (부계면)
547,Jeollanam-do-Gangjin-gun-Baegun-ro-93-9-(성전면),전라남도 강진군 백운로 93-9 (성전면)
548, 531-2 Gongnyong-ro Jeollanam-do (회천면),전라남도 보성군 공룡로 531-2 (회천면)
549,"Gyeongsangnam-do, 하동군, , @KIM 200-0, (악양면)",경상남도 하동군 악양동로 200-0 (악양면)
550,"Chungcheongnam-do,247-7,Daedong-ro,태안군,Chungcheongnam-do MUN AP",충청남도 태안군 대동로 247-7 (원북면)
551,"114-9, , Yedang-ro, $달러샵$ 예산군, 충청남도",충청남도 예산군 예당로 114-9 (광시면)
552, 848-0 *^^* Taean-gun Chungcheongnam-do,충청남도 태안군 원이로 848-0 (원북면)
553,"29-3, 읍동길, 신안군, 전라남도",전라남도 신안군 읍동길 29-3 (비금면)
554, 28-9 Gimhae-si Gyeongsangnam-do,경상남도 김해시 대동로521번길 28-9 (대동면)
555,"전라남도, Mokpo-si, , 8-4, (유달동) Republic of Korea",전라남도 목포시 해안로163번안길 8-4 (유달동)
556,"79-6, Byeongsan 1-gil, MUN AP 고성군, 경상남도",경상남도 고성군 병산1길 79-6 (삼산면)
557,"Gyeongsangnam-do,(거창읍),거창군,중앙로1길,149-0 Suseo Police Station",경상남도 거창군 중앙로1길 149-0 (거창읍)
558,"20-10, 내난길, Iksan-si, Jeollabuk-do",전라북도 익산시 내난길 20-10 (성당면)
559, 933-5 100% Buyeo-gun Chungcheongnam-do,충청남도 부여군 부흥로 933-5 (세도면)
560,전라남도-Sinan-gun-비금북부길-790-4-(비금면) customs office 100%,전라남도 신안군 비금북부길 790-4 (비금면)
561,"Gyeonggi-do,(),용인시 처인구,전대로,117-0 100% office",경기도 용인시 처인구 전대로 117-0 ()
562,"75-23, , 남평로231번길, 용인시 처인구, 경기도 A동",경기도 용인시 처인구 남평로231번길 75-23 (양지면)
563,"Haga-ro, 134-0, 문 앞에 놔주세요 제주특별자치도, 제주시",제주특별자치도 제주시 하가로 134-0 (애월읍)
564, 10-2 Jinyeong-ro 214beon-gil 문 앞에 놔주세요 경상남도 (진영읍),경상남도 김해시 진영로214번길 10-2 (진영읍)
565,"17-0, , Garak-ro 64beon-gil, Gimhae-si, 경상남도",경상남도 김해시 가락로64번길 17-0 (부원동)
566,Jeollanam-do-62-0-Oeumsan-gil-신안군-Jeollanam-do,전라남도 신안군 오음산길 62-0 (장산면)
567,"5-2, 안산로21번길, 계양구, Incheon",인천광역시 계양구 안산로21번길 5-2 (계산2동)
568,"Georyong 1-gil, 13-1, 충청북도, 충주시",충청북도 충주시 거룡1길 13-1 (호암.직동)
569,Gyeongsangbuk-do-Andong-si-Gamaegusong-ro-7-5-(와룡면),경상북도 안동시 감애구송로 7-5 (와룡면)
570,", 288-2, 100% Gosan-ro, 완주군, Jeollabuk-do, (고산면)",전라북도 완주군 고산로 288-2 (고산면)
571,Gyeongsangnam-do-34-7-고품3길-Hapcheon-gun-Gyeongsangnam-do 100% OFFICE,경상남도 합천군 고품3길 34-7 (용주면)
572,"Gyeonggi-do,(이동읍),Cheoin-gu, Yongin-si,서리로,174-0",경기도 용인시 처인구 서리로 174-0 (이동읍)
573,"Simdong-gil 113beon-gil,76-6,,Seocheon-gun,충청남도,(판교면)",충청남도 서천군 심동길113번길 76-6 (판교면)
574,"127-1, Cheonghaejindong-ro, Wando-gun, 노크 x Jeollanam-do",전라남도 완도군 청해진동로 127-1 (완도읍)
575,"고성군,2783-1,Namhaean-daero",경상남도 고성군 남해안대로 2783-1 (고성읍)
576,"Jeungpyeong-gun,40-0,탑바위길",충청북도 증평군 탑바위길 40-0 (증평읍)
577,"Gyeonggi-do,(우정읍),화성시,Baemi-gil,80-1",경기도 화성시 배미길 80-1 (우정읍)
578,"Gyeongsangnam-do,(사천읍),사천시,읍내로,44-6 100% OFFICE",경상남도 사천시 읍내로 44-6 (사천읍)
579,3-59  강화군 인천광역시,인천광역시 강화군 시리미로225번길 3-59 (선원면)
580,"경상남도,(마리면),거창군,지동길,26-6",경상남도 거창군 지동길 26-6 (마리면)
581,"고양시 덕양구,5-2,중앙로78번안길",경기도 고양시 덕양구 중앙로78번안길 5-2 (화전동)
582,"180-7, , 문앞 공회당길, 고흥군, Jeollanam-do",전라남도 고흥군 공회당길 180-7 (도양읍)
583,"고시내길, $달러샵$ 88-4, Jeollanam-do, 광양시",전라남도 광양시 고시내길 88-4 (다압면)
584,"천안시 동남구,2-1,우영5길",충청남도 천안시 동남구 우영5길 2-1 (봉명동)
585,"Jeollanam-do, 고흥군, , 문앞 112-17, (남양면)",전라남도 고흥군 장담길 112-17 (남양면)
586,"Hoengseong-gun,882-0,금계로",강원특별자치도 횡성군 금계로 882-0 (공근면)
587,"Gyeongsangnam-do, Namhae-gun, , 1833-0, (남면)",경상남도 남해군 남면로 1833-0 (남면)
588,"Gagudanji 1-gil,32-0,,남양주시,Gyeonggi-do,(화도읍남부출장소)",경기도 남양주시 가구단지1길 32-0 (화도읍남부출장소)
589,"Gangwon-do,(횡성읍),Hoengseong-gun,Eupsangseo-ro,7-1",강원특별자치도 횡성군 읍상서로 7-1 (횡성읍)
590,"6-1, , Yeonpa-gil, 김&장 구례군, 전라남도",전라남도 구례군 연파길 6-1 (광의면)
591,"Mokpo-si,18-0,고하대로646번길",전라남도 목포시 고하대로646번길 18-0 (북항동)
592,"경상북도, Sangju-si, , 68-5, (공성면) 문앞",경상북도 상주시 공성중앙로 68-5 (공성면)
593,"Incheon,62-0,화랑로,부평구,Incheon",인천광역시 부평구 화랑로 62-0 (산곡3동)
594,"Bucholli-gil,59-0,,화천군,강원특별자치도,(상서면)",강원특별자치도 화천군 부촌리길 59-0 (상서면)
595,"MUN AP 충청남도,97-12,Beonyeong 1-ro,Gongju-si,충청남도",충청남도 공주시 번영1로 97-12 (신관동)
596,"428-22, Jinsan-daero, Uichang-gu, Changwon-si, 100% office Gyeongsangnam-do",경상남도 창원시 의창구 진산대로 428-22 (대산면)
597,"Republic of Korea , 2503-1, Haeannam-ro, Ganghwa-gun, Incheon, (화도면)",인천광역시 강화군 해안남로 2503-1 (화도면)
598,"충청북도,308-12,상장인차로,청주시 상당구,충청북도 100%",충청북도 청주시 상당구 상장인차로 308-12 (가덕면)
599,"Gyeonggi-do, 성남시 수정구, , 아이가 자고 있어요. 16-0, (단대동)",경기도 성남시 수정구 산성대로475번길 16-0 (단대동)
600,"^ 경기도,533-0,Jeongjo-ro,수원시 권선구,경기도",경기도 수원시 권선구 정조로 533-0 (세류2동)
601,"34-0, Cheongil-ro 737beon-gil, 횡성군, 강원특별자치도",강원특별자치도 횡성군 청일로737번길 34-0 (청일면)
602,150-3  Gyeongju-si Gyeongsangbuk-do 이음&,경상북도 경주시 인좌안길 150-3 (강동면)
603, 21-4 Bunseong-ro 691beon-gil Gyeongsangnam-do (불암동),경상남도 김해시 분성로691번길 21-4 (불암동)
604," 27-0 우마길 Seoul 100,1001 김&장 customer office (가리봉동)",서울특별시 구로구 우마길 27-0 (가리봉동)
605,"Seoul,7-1,마조로16길,Seongdong-gu,Seoul 문앞",서울특별시 성동구 마조로16길 7-1 (마장동)
606,"Gyeonggi-do, 광주시, , 12-1, (능평동)",경기도 광주시 수레실길 12-1 (능평동)
607,강원특별자치도-Hongcheon-gun-Wondongjogyo-ro-37-18-(두촌면),강원특별자치도 홍천군 원동조교로 37-18 (두촌면)
608,"문앞 충청북도,231-0,Hyochonsongam 1-gil,청주시 상당구,충청북도",충청북도 청주시 상당구 효촌송암1길 231-0 (남일면)
609,"전라북도-남원시-주생부동길-40-0-(주생면) 100,1001 김&장 customer office",전라북도 남원시 주생부동길 40-0 (주생면)
610,"1-0, , 옥산포길, 춘천시, 강원특별자치도",강원특별자치도 춘천시 옥산포길 1-0 (신사우동)
611,"1001ho1001동 Miryang-si,50-0,Yeonsang 1-gil",경상남도 밀양시 연상1길 50-0 (무안면)
612,"합천군,102-0,강북로 Suyeong Tax Office Building파란건물",경상남도 합천군 강북로 102-0 (청덕면)
613,"추동로108번길, 37-6, 경기도, Uijeongbu-si $달러샵$",경기도 의정부시 추동로108번길 37-6 (신곡2동)
614,"경기도, 여주시, $달러샵$ , 190-4, (가남읍)",경기도 여주시 가남로 190-4 (가남읍)
615,"Suyeong Tax Office Building파란건물 논산시,61-0,Maneo 4-gil",충청남도 논산시 만어4길 61-0 (벌곡면)
616, 37-35 김포시 경기도,경기도 김포시 상마신기로41번길 37-35 (대곶면)
617,33-0  Hamyang-gun Gyeongsangnam-do 100% OFFICE,경상남도 함양군 유림재궁길 33-0 (유림면)
618," 14-4 삼학로 Jeollanam-do 100,1001 김&장 customer office (목원동)",전라남도 목포시 삼학로 14-4 (목원동)
619,", 692-0, 사명대사생가로, 밀양시, 경상남도, (무안면)",경상남도 밀양시 사명대사생가로 692-0 (무안면)
620,"Chungcheongnam-do,38-0,Yeonmisan-gil,공주시,Chungcheongnam-do",충청남도 공주시 연미산길 38-0 (신관동)
621,"경기도, Gapyeong-gun, , 11-0, (설악면)",경기도 가평군 신천중앙로88번길 11-0 (설악면)
622,경기도-김포시-Yulma-ro 135beon-gil-40-8-(대곶면) 이음&,경기도 김포시 율마로135번길 40-8 (대곶면)
623,"60-0, , MUN AP 양양로, Yangyang-gun, 강원특별자치도",강원특별자치도 양양군 양양로 60-0 (양양읍)
624, 31-12 장흥군 Jeollanam-do,전라남도 장흥군 광평길 31-12 (장평면)
625,"강원특별자치도, Donghae-si, , 309-0, (망상동) MUN AP",강원특별자치도 동해시 발한로 309-0 (망상동)
626,"Dusan-ro,52-0,,Ulju-gun,Ulsan,(범서읍) A동",울산광역시 울주군 두산로 52-0 (범서읍)
627, 34-7 송골3길 충청남도 (성환읍),충청남도 천안시 서북구 송골3길 34-7 (성환읍)
628,"150-0, 명마동길, Yeongwol-gun, Gangwon-do 노크 x",강원특별자치도 영월군 명마동길 150-0 (무릉도원면)
629,전라남도-727-0-봉황로-Naju-si-전라남도 김&장,전라남도 나주시 봉황로 727-0 (봉황면)
630,"6-0, , Simwongyegok-ro, 보령시, 충청남도",충청남도 보령시 심원계곡로 6-0 (성주면)
631, 15-2 산포길 경상남도 (웅양면),경상남도 거창군 산포길 15-2 (웅양면)
632,", 8-0, Heukseongmudo-ro 14an-gil, 제천시, 충청북도, 100% (송학면)",충청북도 제천시 흑석무도로14안길 8-0 (송학면)
633,"경상남도,(거창읍),거창군,양평1길,124-23 customs office 100%",경상남도 거창군 양평1길 124-23 (거창읍)
634, 22-7 100% office 도곡1길 Gyeonggi-do (봉담읍),경기도 화성시 도곡1길 22-7 (봉담읍)
635,"경기도,17-0,방촌로937번길,파주시,경기도 지하&상가",경기도 파주시 방촌로937번길 17-0 (탄현면)
636,"100% OFFICE Chilhyeon-ro,442-14,,정선군,강원특별자치도,(남면)",강원특별자치도 정선군 칠현로 442-14 (남면)
637, 42-0 강서구 Busan 100% OFFICE,부산광역시 강서구 가락대로1182번길 42-0 (가락동)
638,전라북도-김제시-남고7길-89-0-(진봉면),전라북도 김제시 남고7길 89-0 (진봉면)
639,Gyeonggi-do-오산시-Jigotjungang-ro-88-0-(세마동) A동,경기도 오산시 지곶중앙로 88-0 (세마동)
640,"1-0, ^ 장고개로8번길, 남구, Busan",부산광역시 남구 장고개로8번길 1-0 (우암동)
641,"이음& Seosan-si,142-3,신당1로",충청남도 서산시 신당1로 142-3 (성연면)
642,"Chungcheongbuk-do,(용암2동),Sangdang-gu, Cheongju-si,Mongnyeon-ro,160-6",충청북도 청주시 상당구 목련로 160-6 (용암2동)
643,"헌화로,655-6,,Gangneung-si,Gangwon-do,(강동면) A동",강원특별자치도 강릉시 헌화로 655-6 (강동면)
644,"Busan,(연산제8동),연제구,고분로123번길,22-0",부산광역시 연제구 고분로123번길 22-0 (연산제8동)
645,경기도-포천시-Hoguk-ro-376-0-(소흘읍),경기도 포천시 호국로 376-0 (소흘읍)
646,"10-0, 인포길, Yecheon-gun, Gyeongsangbuk-do",경상북도 예천군 인포길 10-0 (호명면)
647,"Natjil-ro,508-29,,고령군,Gyeongsangbuk-do,(대가야읍)",경상북도 고령군 낫질로 508-29 (대가야읍)
648,"양근강변길,52-5,,양평군,Gyeonggi-do,(양평읍)",경기도 양평군 양근강변길 52-5 (양평읍)
649,"1001ho1001동 Gyeonggi-do,(곤지암읍),광주시,Saejae-gil,256-42",경기도 광주시 새재길 256-42 (곤지암읍)
650,"Suyeong Tax Office Building파란건물 경기도,(매송면),Hwaseong-si,Hwaseong-ro,2250-0",경기도 화성시 화성로 2250-0 (매송면)
651,"전라북도,79-0,거전1길,Gimje-si,전라북도 100% OFFICE",전라북도 김제시 거전1길 79-0 (진봉면)
652,"346-0, , Hyundai-ro, Asan-si, 충청남도",충청남도 아산시 현대로 346-0 (염치읍)
653, 4-0 Hwaseong-si 경기도,경기도 화성시 안녕남로142번길 4-0 (화산동)
654,"Gyeonggi-do,(부발읍),이천시,부흥로200번길,75-10 아이가 자고 있어요.",경기도 이천시 부흥로200번길 75-10 (부발읍)
655,"전라남도,10-0,Hwangchon-gil,고흥군,전라남도",전라남도 고흥군 황촌길 10-0 (도화면)
656,"214-0, , 군유로, 함평군, Jeollanam-do",전라남도 함평군 군유로 214-0 (신광면)
657,"200-4, Republic of Korea Keungwangeum-gil, Andong-si, 경상북도",경상북도 안동시 큰광음길 200-4 (남후면)
658,"Hoengseong-gun,21-3,Apdeulseo 1-ro",강원특별자치도 횡성군 앞들서1로 21-3 (횡성읍)
659,", 1-0, 원산길, 보성군, Jeollanam-do, (회천면)",전라남도 보성군 원산길 1-0 (회천면)
660,"경기도, Gimpo-si, , 22-0, (통진읍)",경기도 김포시 율마로297번길 22-0 (통진읍)
661,106-7  문 앞에 놔주세요 임실군 전라북도,전라북도 임실군 백련1길 106-7 (강진면)
662,@KIM Jeju-do-서귀포시-남한로-60-0-(남원읍),제주특별자치도 서귀포시 남한로 60-0 (남원읍)
663,"Gyeongsangnam-do,(금남면),하동군,덕오길,187-0 지하&상가",경상남도 하동군 덕오길 187-0 (금남면)
664,"Seo-gu,7-0,Pureun-ro 8beon-gil",인천광역시 서구 푸른로8번길 7-0 (청라3동)
665, 94-15 Sinchon 2-gil Gyeongsangbuk-do (고아읍) 노크 x,경상북도 구미시 신촌2길 94-15 (고아읍)
666,14-0  안성시 Gyeonggi-do,경기도 안성시 미리내성지로 14-0 (양성면)
667,", Suseo Police Station 412-0, 역삼로, 강남구, Seoul, (대치4동)",서울특별시 강남구 역삼로 412-0 (대치4동)
668, 331-0 Bungmun-daero A동 광주광역시 (신창동),광주광역시 광산구 북문대로 331-0 (신창동)
669, 33-6 1001ho1001동 Pyeongchang-gun 강원특별자치도,강원특별자치도 평창군 하송빈1길 33-6 (대화면)
670,"진주시,42-0,향양로99번길 customs office 100%",경상남도 진주시 향양로99번길 42-0 (집현면)
671,"Daegu, Buk-gu, Republic of Korea , 50-23, (무태조야동)",대구광역시 북구 조야로5길 50-23 (무태조야동)
672,"100% office 충청남도,119-16,Woncheonochon-gil,예산군,충청남도",충청남도 예산군 원천오촌길 119-16 (오가면)
673,"부산광역시, Busanjin-gu, , 9-1, (양정제2동)",부산광역시 부산진구 양연로6번길 9-1 (양정제2동)
674,"14-0, Wolgok-ro 2-gil, ^ 성북구, 서울특별시",서울특별시 성북구 월곡로2길 14-0 (종암동)
675,"32-9, 아이가 자고 있어요. Daehak-ro, 삼척시, 강원특별자치도",강원특별자치도 삼척시 대학로 32-9 (남양동)
676,"Gyeongsangnam-do,(거류면),Goseong-gun,안정로,1269-0",경상남도 고성군 안정로 1269-0 (거류면)
677,14-0  경산시 Gyeongsangbuk-do,경상북도 경산시 용전길 14-0 (용성면)
678,"Jeollabuk-do, Buan-gun, 이음& , 9-5, (줄포면)",전라북도 부안군 줄포7길 9-5 (줄포면)
679,경기도-연천군-도대로3번길-6-0-(신서면),경기도 연천군 도대로3번길 6-0 (신서면)
680,"Hwaeomsa-ro, 402-31, Jeollanam-do, Gurye-gun",전라남도 구례군 화엄사로 402-31 (마산면)
681,"공릉로59가길, MUN AP 13-0, Seoul, 노원구",서울특별시 노원구 공릉로59가길 13-0 (하계1동)
682,"등원로, 348-0, Gyeonggi-do, 파주시",경기도 파주시 등원로 348-0 (조리읍)
683,$달러샵$  5-1 노상길 전라남도 (엄다면),전라남도 함평군 노상길 5-1 (엄다면)
684,"71-0, 길호길, Haenam-gun, Jeollanam-do 문 앞에 놔주세요",전라남도 해남군 길호길 71-0 (해남읍)
685,"강원특별자치도,(철원읍),철원군,월하2길,10-0 *^^*",강원특별자치도 철원군 월하2길 10-0 (철원읍)
686,", 133-0, 고원로425번길, 횡성군, Gangwon-do, (둔내면)",강원특별자치도 횡성군 고원로425번길 133-0 (둔내면)
687,"Hangjae-ro haengjeong 2-gil,3-0,,Hoengseong-gun,Gangwon-do,(공근면) @KIM",강원특별자치도 횡성군 항재로행정2길 3-0 (공근면)
688,45-19  Goheung-gun Jeollanam-do Suseo Police Station,전라남도 고흥군 동신길 45-19 (도화면)
689,"전라남도,(월야면),Hampyeong-gun,갈동길,336-0 MUN AP",전라남도 함평군 갈동길 336-0 (월야면)
690,"847-20, , Byeonggokjigok-ro, Hamyang-gun, Suseo Police Station Gyeongsangnam-do",경상남도 함양군 병곡지곡로 847-20 (지곡면)
691,"Geumsan-gil, 143-0, 전라남도, Hampyeong-gun",전라남도 함평군 금산길 143-0 (대동면)
692,경기도-468-0-Dongheon-ro-고양시 덕양구-경기도,경기도 고양시 덕양구 동헌로 468-0 (고양동)
693,"A동 경상북도,2469-0,Nakdong-daero,Gumi-si,경상북도",경상북도 구미시 낙동대로 2469-0 (해평면)
694,90-15  성주군 경상북도,경상북도 성주군 선노로 90-15 (선남면)
